[2022-11-25 21:02:29] [WARNING]: 虚拟设备信息不存在, 将自动生成随机设备. 
[2022-11-25 21:02:34] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:02] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:38] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:53] [WARNING]: 账号密码未配置, 将使用二维码登录. 
[2022-11-25 21:03:53] [WARNING]: 将在 5秒 后继续. 
[2022-11-25 21:04:47] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:04:48] [WARNING]: lambda 初始化失败: Post "http:///runtime/init/ready": http: no Host in request URL 
[2022-11-25 21:41:49] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:41:52] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:41:55] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:41:58] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:06] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:09] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:12] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:15] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:24] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:27] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:30] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:33] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:36] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:39] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:42] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:45] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:54] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:42:57] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:00] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:03] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:06] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:09] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:12] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:15] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:18] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:21] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:24] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:27] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:30] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:33] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:36] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:39] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:42] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:45] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:48] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:51] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:54] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:43:57] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:00] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:03] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:06] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:09] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:12] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:15] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:18] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:21] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:44:24] [WARNING]: 连接到反向WebSocket Universal服务器 ws://your_websocket_universal.server 时出现错误: dial tcp: lookup your_websocket_universal.server: no such host 
[2022-11-25 21:45:00] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:45:03] [WARNING]: lambda 初始化失败: Post "http:///runtime/init/ready": http: no Host in request URL 
[2022-11-25 21:45:03] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:08] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:11] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:13] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:16] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:18] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:21] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:23] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:26] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:28] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:31] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:33] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:36] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:38] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:41] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:43] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:46] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:51] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:53] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:45:56] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:45:58] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:01] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:03] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:06] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:08] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:11] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:13] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:16] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:18] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:21] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:23] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:26] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:28] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:31] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:33] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:36] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:38] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:41] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:43] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:46] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:51] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:53] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:46:56] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:46:58] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:01] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:03] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:06] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:08] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:11] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:13] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:16] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:18] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:21] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:23] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:26] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:28] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:31] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:33] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:36] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:38] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:41] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:43] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:46] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:51] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:53] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:47:56] [WARNING]: 监听反向WS Universal时出现错误: websocket: close 1005 (no status) 
[2022-11-25 21:47:58] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: websocket: close sent 
[2022-11-25 21:48:03] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:08] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:13] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:18] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:23] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:28] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:33] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:38] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:43] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:48] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:53] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:48:58] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:04] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:09] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:14] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:19] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:24] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:29] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:49:58] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: read tcp 127.0.0.1:62046->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:50:41] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: read tcp 127.0.0.1:62151->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:51:20] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:51:22] [WARNING]: lambda 初始化失败: Post "http:///runtime/init/ready": http: no Host in request URL 
[2022-11-25 21:53:15] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:53:19] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:24] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:29] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:34] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:39] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:44] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:50] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:53:55] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:00] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:05] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:10] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:15] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:20] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:25] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:30] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:35] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:40] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:45] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:50] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:54:55] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:00] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:05] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:10] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:15] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:20] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8088 时出现错误: dial tcp 127.0.0.1:8088: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:55:30] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:57:12] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: read tcp 127.0.0.1:63340->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:57:17] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 21:57:47] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:63698->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:57:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:63698->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:58:48] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:63820->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 21:58:53] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:63820->127.0.0.1:8001: use of closed network connection 
[2022-11-25 22:02:38] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:64037->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:02:43] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:64037->127.0.0.1:8001: use of closed network connection 
[2022-11-25 22:02:46] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:64796->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:02:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:64796->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:02:53] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:02:58] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:03:03] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
